attendance,study_hours,assignment_delay,lms_usage,performance,burnout_level
80,3,1,1,57,Medium
66,2,3,2,40,Medium
64,4,0,4,71,Low
91,4,0,3,82,Low
89,3,2,6,71,Medium
68,4,1,5,73,Low
86,2,2,7,63,Medium
63,2,3,4,40,Medium
65,4,2,5,60,Low
64,5,1,7,80,Low
73,3,4,4,44,Medium
80,6,4,3,74,Medium
90,5,3,4,69,Low
58,6,2,8,79,Low
70,2,4,7,46,Medium
79,4,1,4,80,Medium
91,5,1,3,77,Low
97,7,3,3,93,Low
53,4,1,3,56,Low
75,4,0,8,81,Low
72,4,4,6,62,Medium
77,4,0,5,84,Medium
63,5,1,9,80,Low
61,4,2,7,62,Medium
75,4,3,2,57,Medium
86,5,2,4,81,Low
70,2,3,2,40,Medium
71,2,0,3,57,Low
72,7,2,6,88,Low
70,4,4,5,55,Medium
72,5,3,4,62,Low
61,2,2,7,56,Medium
73,2,2,4,50,Medium
56,3,2,5,44,Medium
76,2,0,4,56,Low
68,4,1,5,67,Low
84,5,4,7,76,Medium
71,3,2,6,57,Medium
68,4,1,4,63,Low
74,3,2,4,61,Low
73,2,1,2,50,Medium
83,4,1,3,77,Low
76,3,4,4,48,Medium
67,5,3,5,62,Medium
78,2,2,6,60,Medium
88,7,3,3,84,Low
78,4,2,5,70,Low
72,3,5,8,55,High
83,4,0,4,76,Low
60,5,2,3,59,Medium
66,4,2,6,62,Medium
77,4,2,6,82,Medium
69,1,3,5,41,Medium
76,6,4,2,60,Medium
76,4,3,7,77,Medium
66,4,2,6,68,Medium
70,5,6,4,51,Medium
76,3,4,5,45,Medium
77,5,0,6,93,Low
62,4,4,7,56,Medium
71,3,3,5,49,Medium
76,5,0,1,66,Low
81,1,4,5,42,Medium
80,4,3,5,66,Medium
68,4,0,6,87,Low
74,5,2,5,73,Low
74,4,0,5,84,Low
63,4,1,2,59,Low
69,4,0,2,69,Low
65,1,1,6,48,Medium
86,3,0,10,94,Low
76,4,0,5,78,Low
70,6,2,9,84,Low
60,2,1,6,54,Medium
53,6,2,3,70,Low
72,4,0,7,77,Low
81,6,4,7,80,Low
89,6,1,7,98,Low
70,7,3,9,94,Low
65,5,3,10,83,Medium
70,5,1,5,79,Low
76,3,1,7,71,Low
60,5,3,4,71,Low
83,5,3,5,76,Medium
68,4,2,3,62,Low
60,3,1,7,65,Medium
68,5,6,6,60,High
61,5,2,4,62,Medium
65,7,2,3,78,Low
99,3,2,4,68,Low
64,4,2,4,57,Medium
72,2,1,5,48,Medium
84,6,3,1,77,Low
67,4,4,7,64,Medium
72,5,2,7,84,Low
50,4,2,5,53,Low
80,3,3,4,60,Medium
78,4,3,6,67,Medium
89,2,0,3,53,Low
81,4,1,7,81,Low
87,4,5,4,64,Medium
80,3,4,4,49,Medium
84,3,5,3,40,Medium
69,4,2,2,55,Medium
85,4,4,3,53,Medium
74,4,0,1,69,Low
84,3,1,5,72,Low
83,2,2,5,60,Medium
92,2,2,5,61,Low
92,4,0,5,82,Low
85,4,2,7,82,Low
81,4,0,7,97,Low
86,7,1,1,92,Low
61,4,3,5,52,Medium
75,1,2,2,40,Medium
85,3,1,6,67,Low
68,3,3,3,40,Medium
75,4,2,5,70,Low
55,1,5,5,40,High
74,3,6,6,40,Medium
95,4,3,7,74,Medium
69,3,4,5,49,Medium
81,2,1,4,51,Medium
87,6,1,6,98,Low
66,7,3,7,94,Low
65,4,0,6,75,Low
87,3,2,5,55,Low
50,3,3,6,44,Medium
64,4,6,9,55,High
65,3,3,4,52,Medium
78,4,0,6,75,Low
85,6,1,4,86,Low
69,2,3,6,49,Medium
63,4,2,5,61,Medium
79,7,4,8,86,Medium
71,2,4,4,40,Medium
67,3,2,8,61,Medium
83,5,3,5,80,Medium
58,4,3,4,53,Medium
61,2,0,6,46,Low
67,4,0,6,70,Low
69,4,2,5,65,Low
78,5,1,6,90,Low
84,4,1,3,71,Low
100,5,0,3,100,Low
75,3,4,6,48,Medium
78,4,3,6,65,Medium
73,3,2,5,54,Medium
71,3,1,5,63,Low
84,6,2,3,79,Low
92,7,3,7,100,Low
59,4,1,6,68,Medium
84,4,2,8,79,Low
75,3,2,1,40,Medium
91,5,1,2,81,Low
81,5,3,5,74,Low
69,3,0,5,74,Low
77,3,3,5,63,Medium
68,3,0,3,61,Low
40,6,0,6,82,Low
85,3,1,8,70,Low
74,3,3,5,56,Medium
79,4,1,5,70,Low
72,4,2,7,69,Medium
76,3,2,7,66,Medium
68,7,1,2,89,Low
72,3,5,6,49,Medium
78,6,2,2,80,Low
76,5,1,5,80,Low
87,2,6,7,40,High
73,5,1,5,79,Low
66,5,0,6,88,Low
76,6,1,4,83,Low
88,2,4,7,60,Medium
75,6,3,9,95,Low
63,3,0,5,69,Low
85,5,1,5,86,Low
77,3,1,10,86,Low
51,4,3,4,55,Medium
73,5,1,4,80,Low
94,5,3,5,82,Low
78,3,4,6,63,High
83,4,1,7,82,Low
92,3,1,5,75,Low
66,5,0,3,75,Low
84,4,5,5,55,Medium
74,6,3,1,71,Medium
85,1,1,4,45,Medium
75,4,3,6,48,Medium
61,5,2,5,59,Low
86,6,3,2,80,Low
74,1,3,4,40,Medium
90,4,2,8,79,Low
73,2,2,6,60,Medium
72,3,2,3,51,Medium
82,1,1,4,54,Low
77,4,4,6,61,Medium
56,4,3,2,40,Medium
78,3,1,1,60,Low
80,4,4,3,53,Medium
56,5,0,5,82,Low
68,2,3,8,49,Medium
70,5,4,3,50,Medium
73,4,1,6,79,Low
92,4,2,5,76,Low
62,4,1,4,64,Low
64,1,5,6,40,High
46,3,3,7,52,Medium
88,4,4,4,55,Medium
64,5,1,3,73,Low
85,5,1,5,85,Low
64,3,5,4,43,Medium
84,5,3,6,83,Medium
92,2,3,6,51,Medium
60,3,0,8,71,Medium
83,5,1,3,80,Low
62,2,1,9,74,Medium
76,3,1,8,83,Low
74,3,1,7,63,Low
82,4,3,5,71,Low
72,4,0,3,66,Low
68,3,3,2,40,Medium
61,2,3,7,50,Medium
87,1,3,4,40,Medium
58,1,3,6,40,Medium
82,5,2,3,70,Low
88,4,2,5,74,Low
46,6,5,4,48,Medium
73,5,2,3,62,Low
81,6,1,9,94,Low
56,3,4,7,45,Medium
76,5,4,4,54,Medium
70,2,2,5,51,Medium
80,2,1,5,67,Medium
86,6,7,5,70,High
85,7,1,4,99,Low
78,6,1,4,87,Low
56,3,3,8,50,Medium
75,1,1,2,46,Medium
92,6,1,3,88,Low
78,3,3,6,56,Medium
73,3,2,5,60,Medium
74,6,2,5,82,Low
78,3,0,6,78,Low
77,5,3,7,73,Low
71,4,2,1,62,Low
77,6,0,4,89,Low
73,6,3,7,83,Low
54,2,3,5,40,Medium
95,3,3,5,62,Medium
90,4,3,6,71,Medium
68,4,1,7,75,Low
68,1,1,5,45,Medium
81,5,0,4,82,Low
67,1,0,7,55,Low
75,6,2,6,82,Low
79,7,4,6,86,Medium
83,1,0,6,50,Low
68,4,2,4,65,Low
71,2,4,4,40,Medium
67,3,2,4,64,Medium
81,1,1,3,40,Medium
85,5,2,4,82,Medium
76,5,3,7,71,Low
79,6,1,1,75,Low
59,2,2,5,48,Medium
72,6,0,8,95,Low
71,2,1,6,57,Medium
89,2,0,2,53,Low
81,3,2,8,80,Medium
48,4,3,5,55,Medium
63,3,2,7,56,Medium
78,6,2,1,75,Low
82,3,0,3,76,Low
68,4,2,8,68,Medium
76,6,4,5,72,Medium
74,2,4,5,40,Medium
52,5,1,4,70,Low
80,4,2,2,56,Medium
68,6,6,6,71,Medium
70,4,5,4,42,Medium
73,2,5,5,40,High
64,2,1,6,57,Medium
60,4,0,6,76,Low
85,8,3,5,96,Low
67,4,0,1,63,Low
69,2,2,3,42,Medium
82,2,0,5,57,Low
80,4,3,6,67,Medium
80,6,1,3,78,Low
77,1,3,6,40,Medium
76,4,3,5,69,Medium
65,2,3,5,45,Medium
55,2,0,3,45,Medium
87,4,2,4,69,Low
83,5,0,5,95,Low
86,4,2,3,60,Low
84,4,0,5,87,Low
72,2,3,4,47,Medium
66,4,4,5,48,Medium
67,3,3,3,53,Medium
98,7,2,2,91,Low
62,4,1,4,63,Low
96,3,3,5,64,Medium
84,4,2,5,70,Low
74,4,3,5,60,Medium
69,4,2,5,70,Low
81,4,5,5,58,Medium
61,3,3,4,40,Medium
64,4,4,7,66,Medium
74,2,1,3,43,Medium
54,6,4,6,62,Medium
70,5,2,3,73,Medium
73,4,0,4,76,Low
70,4,1,4,69,Low
74,5,1,4,74,Low
75,4,0,6,79,Low
63,3,2,6,47,Medium
81,3,4,4,44,Medium
91,5,4,8,76,Medium
60,5,2,7,81,Medium
78,5,2,5,83,Medium
74,4,2,2,56,Medium
68,7,4,6,84,Low
72,6,1,7,86,Low
94,4,1,8,95,Low
69,4,2,6,65,Medium
78,6,3,2,69,Low
81,5,2,4,75,Low
69,2,0,8,70,Low
88,2,0,6,71,Low
79,3,1,4,50,Low
68,5,2,6,62,Low
81,4,3,1,56,Medium
68,5,4,7,78,Medium
67,4,1,9,86,Low
84,2,2,3,40,Medium
84,5,2,2,64,Low
73,6,4,2,60,Medium
50,5,2,5,72,Medium
71,5,4,6,70,Medium
74,4,1,4,75,Medium
91,2,0,3,62,Low
69,6,3,4,70,Medium
84,3,2,4,53,Low
72,2,3,6,51,Medium
55,5,1,3,60,Low
91,3,0,6,79,Low
82,7,0,3,84,Low
85,4,4,7,76,Medium
71,4,1,5,71,Low
88,4,1,3,74,Low
73,6,2,5,82,Low
66,4,2,7,70,Medium
91,5,4,3,60,Medium
62,4,3,8,65,Medium
78,2,2,5,52,Medium
67,3,1,2,54,Medium
83,4,1,6,81,Low
92,4,2,4,63,Low
74,5,5,4,45,Medium
77,3,3,7,56,Medium
90,3,2,1,46,Low
87,2,2,4,58,Low
79,3,2,5,59,Medium
75,4,1,5,73,Low
72,2,2,4,51,Medium
66,4,3,5,55,Medium
84,5,2,7,70,Low
73,4,2,8,70,Medium
79,5,2,2,72,Low
89,4,1,8,96,Low
67,5,2,6,74,Medium
68,5,1,4,72,Low
84,5,2,5,83,Low
48,4,2,6,59,Medium
64,4,3,2,61,Medium
75,3,2,5,61,Medium
70,5,0,4,82,Low
67,3,4,7,53,Medium
100,4,2,4,76,Low
85,3,2,9,76,Low
66,5,4,7,66,Medium
92,6,1,1,84,Low
64,4,2,5,60,Medium
76,3,3,2,52,Medium
89,4,1,5,77,Low
69,3,0,6,69,Low
64,2,5,4,40,High
47,7,3,3,69,Low
93,3,1,4,69,Low
93,3,3,5,56,Medium
89,4,4,7,69,Medium
90,3,5,5,58,Medium
78,4,1,4,77,Low
63,3,0,8,79,Low
69,6,0,9,99,Low
71,2,5,7,46,Medium
77,5,2,3,75,Low
65,1,3,10,44,Medium
86,2,1,3,59,Medium
77,3,1,4,57,Low
81,5,2,5,77,Low
77,3,0,6,70,Low
83,3,2,1,58,Low
70,6,2,3,79,Low
69,3,1,5,52,Low
93,3,1,3,68,Low
87,2,3,8,62,Medium
70,4,4,6,52,Medium
87,4,2,4,75,Medium
88,6,1,4,89,Low
89,6,3,2,66,Low
84,4,5,3,44,Medium
68,5,1,2,73,Low
64,2,2,5,56,Medium
89,4,1,5,81,Low
70,5,1,3,66,Low
63,3,3,3,41,Medium
77,3,3,6,63,Medium
70,3,2,4,51,Medium
68,4,0,6,81,Low
94,4,0,4,82,Low
72,2,0,4,54,Low
68,5,4,7,75,Medium
83,3,2,4,58,Medium
82,5,2,5,80,Low
60,2,4,5,40,Medium
72,5,0,5,85,Low
77,5,1,3,87,Low
73,5,4,4,56,Medium
91,2,2,3,44,Medium
66,3,5,6,48,High
74,3,2,5,56,Medium
68,4,1,2,48,Low
93,4,3,1,52,Low
73,8,3,8,100,Low
96,4,1,2,70,Low
95,2,2,1,45,Medium
80,5,3,6,75,Low
56,3,2,8,60,Medium
79,4,3,9,87,Medium
78,6,2,6,82,Low
87,3,2,2,65,Medium
77,5,3,8,77,Medium
86,6,0,4,89,Low
55,1,5,6,40,High
76,5,1,5,82,Low
88,3,4,5,62,Medium
64,3,2,8,72,Low
77,1,3,7,45,Medium
76,3,3,5,59,Medium
66,2,0,8,64,Low
93,3,1,5,71,Low
91,5,4,5,73,Medium
62,6,3,5,73,Low
65,5,1,5,75,Low
65,2,2,6,42,Medium
78,3,4,4,47,Medium
57,6,1,5,84,Low
64,3,4,6,51,Medium
71,4,1,2,59,Low
76,6,2,3,84,Low
85,2,4,7,52,Medium
75,5,2,6,83,Low
63,4,2,7,63,Medium
89,4,2,3,64,Low
89,4,0,6,90,Low
90,5,0,4,89,Low
78,1,4,7,43,Medium
77,3,0,4,70,Low
90,5,3,2,66,Low
73,3,1,7,72,Medium
59,4,3,8,57,Medium
85,4,1,2,62,Low
76,5,0,6,93,Low
59,5,2,5,66,Low
80,8,2,8,100,Low
76,2,2,1,40,Medium
87,6,2,5,93,Low
79,3,2,4,60,Medium
84,5,2,9,83,Low
72,5,2,4,73,Low
80,3,7,7,47,High
69,4,4,3,43,Medium
78,3,0,8,81,Low
62,3,3,6,57,Medium
77,6,4,6,89,Medium
85,4,1,3,71,Low
57,2,2,6,47,Medium
65,4,4,5,45,Medium
81,4,2,4,69,Low
73,3,3,5,56,Medium
92,6,0,3,96,Low
74,5,2,6,74,Low
85,5,6,1,51,Medium
93,5,1,7,90,Low
77,7,5,4,79,Medium
61,3,6,6,41,High
70,4,2,2,51,Medium
71,4,2,6,74,Low
81,5,3,2,65,Medium
74,5,3,3,73,Medium
80,2,3,6,59,Medium
65,3,1,3,60,Medium
73,3,0,6,79,Low
74,5,5,5,61,Medium
61,2,1,7,55,Medium
70,4,5,5,46,Medium
93,3,0,4,74,Low
85,2,1,4,60,Low
69,3,3,6,59,Medium
72,2,0,1,46,Low
83,4,1,5,70,Low
67,2,3,6,40,Medium
68,3,2,6,61,Medium
71,5,2,9,88,Low
70,4,4,8,62,Medium
64,4,5,6,43,Medium
69,3,1,6,68,Medium
80,1,0,5,56,Medium
75,4,2,4,64,Medium
74,4,2,8,70,Medium
63,3,3,7,48,Medium
78,8,4,5,78,Low
79,3,1,5,61,Medium
90,5,2,4,78,Low
84,4,3,6,71,Medium
80,5,2,4,71,Low
59,3,1,4,62,Low
77,4,4,4,54,Medium
86,6,3,7,89,Low
87,5,1,7,90,Low
84,4,3,6,65,Medium
88,3,3,3,58,Medium
71,7,4,6,86,Medium
65,4,3,4,57,Medium
71,4,1,1,62,Low
75,3,2,7,65,Medium
77,2,3,2,40,Medium
73,3,2,3,57,Medium
73,3,1,4,53,Low
84,4,4,4,56,Medium
72,3,2,5,55,Medium
94,6,3,7,100,Low
69,5,3,3,60,Medium
57,2,2,6,40,Medium
87,4,3,4,60,Medium
79,2,1,8,62,Medium
70,4,2,1,46,Medium
68,5,0,6,78,Low
64,7,0,5,88,Low
79,4,4,5,60,Medium
81,3,2,7,69,Medium
61,6,1,7,89,Low
88,4,4,5,66,Medium
70,2,1,6,54,Medium
66,5,4,7,66,Medium
81,4,1,4,79,Low
80,4,1,6,85,Low
73,5,3,5,68,Low
67,2,3,5,41,Medium
66,6,4,8,82,Medium
91,3,1,4,70,Low
73,2,3,2,40,Medium
87,5,2,4,73,Low
60,4,2,3,63,Medium
82,3,2,6,66,Medium
73,3,3,2,49,Medium
81,3,3,7,63,Medium
66,3,0,7,72,Low
90,3,2,3,49,Low
71,5,3,5,58,Medium
77,4,4,7,70,Medium
65,5,0,9,93,Low
63,2,2,5,40,Medium
61,5,2,4,60,Low
71,4,2,7,69,Low
85,3,0,5,75,Low
70,3,4,5,42,Medium
72,4,3,5,57,Medium
82,2,1,6,66,Low
71,2,3,8,66,Medium
74,3,0,5,80,Low
86,4,3,1,58,Medium
68,4,1,4,66,Low
76,2,2,3,42,Medium
59,3,3,2,47,Medium
70,3,2,2,40,Medium
74,4,1,8,73,Low
80,2,0,5,58,Low
68,3,0,5,60,Low
70,4,2,5,61,Medium
57,4,3,6,53,Medium
65,5,1,6,80,Medium
78,3,0,4,67,Low
68,4,1,7,67,Low
84,5,0,6,88,Low
71,3,3,6,50,Medium
71,4,4,6,59,Medium
57,6,1,8,91,Low
81,2,1,5,54,Low
61,4,2,3,65,Medium
67,2,2,4,49,Medium
63,7,3,4,79,Low
61,4,1,6,66,Low
92,6,0,7,100,Low
65,3,1,3,47,Low
78,4,3,5,57,Medium
65,5,0,4,76,Low
77,4,5,1,40,Medium
57,3,3,4,42,Medium
67,3,3,2,40,Medium
71,1,4,6,40,Medium
90,3,1,4,72,Low
80,4,2,3,72,Low
79,5,4,8,75,Medium
93,4,0,4,75,Low
86,4,0,7,79,Low
73,4,3,5,70,Medium
85,5,0,5,100,Low
68,4,1,3,61,Low
74,2,0,9,71,Low
67,4,4,4,53,Medium
95,4,1,4,74,Low
51,4,2,6,58,Medium
75,2,2,1,45,Medium
66,5,2,3,55,Low
67,6,2,4,86,Low
40,3,0,3,48,Low
78,6,3,6,83,Medium
72,4,0,7,81,Low
71,4,3,3,56,Medium
72,6,1,6,97,Low
72,8,3,4,94,Low
59,6,0,10,99,Low
61,6,3,7,83,Low
62,4,2,4,60,Medium
66,5,2,4,72,Low
70,4,4,5,58,Medium
74,4,2,4,70,Low
58,8,2,8,100,Low
73,4,0,9,84,Low
76,4,1,8,86,Low
71,6,1,8,96,Low
74,4,4,9,76,Medium
81,3,2,3,57,Medium
55,4,3,5,56,Medium
67,6,2,6,80,Low
52,5,5,3,40,Medium
90,4,0,5,78,Low
72,3,1,5,64,Low
79,3,3,7,59,Medium
67,6,1,6,87,Low
84,3,0,1,56,Low
88,3,1,4,60,Low
85,5,2,2,71,Low
83,4,0,8,80,Low
81,2,2,2,40,Medium
69,5,2,5,68,Low
66,2,1,5,50,Medium
82,3,0,6,76,Low
81,5,2,10,86,Low
85,4,3,5,73,Low
88,6,0,6,100,Low
56,2,3,7,43,Medium
84,4,1,6,81,Low
84,2,1,1,51,Low
79,2,4,3,40,Medium
73,4,1,8,80,Low
71,4,3,4,55,Medium
84,2,3,4,45,Medium
73,5,3,3,54,Medium
64,2,4,3,40,High
58,2,1,5,45,Low
90,4,3,5,69,Medium
65,4,3,8,77,Medium
86,1,4,4,40,Medium
73,4,4,4,48,Medium
80,7,3,2,82,Low
75,4,0,3,82,Low
73,7,1,5,100,Low
68,1,1,3,40,Medium
97,2,4,5,54,Medium
53,4,2,3,54,Medium
48,3,0,5,57,Low
82,6,6,4,54,Medium
91,5,4,5,68,Medium
72,5,3,7,77,Medium
83,1,2,5,47,Medium
79,3,4,6,54,Medium
83,4,1,5,78,Low
80,4,4,7,69,Medium
64,3,5,6,53,High
72,4,2,3,54,Medium
86,8,1,4,100,Low
83,3,1,7,75,Low
66,1,1,6,58,Medium
98,5,0,5,99,Low
81,6,3,5,80,Low
63,3,1,5,56,Low
83,5,1,6,84,Low
85,3,0,5,66,Low
72,1,3,5,43,Medium
82,6,2,5,78,Low
74,2,3,1,40,Medium
71,3,1,1,54,Low
72,4,2,6,69,Low
81,5,2,7,84,Low
89,5,1,5,92,Low
71,3,1,7,70,Low
81,4,1,4,74,Low
70,5,4,2,56,Medium
74,6,5,6,69,Medium
83,1,2,4,45,Medium
74,3,3,8,58,Medium
75,4,4,3,48,Medium
89,4,1,2,62,Low
64,4,5,4,40,Medium
63,7,4,5,72,Medium
72,5,4,3,63,Medium
70,2,2,3,48,Medium
80,4,1,5,79,Low
71,3,2,4,46,Low
91,4,2,4,70,Low
80,4,0,6,70,Low
61,4,0,5,74,Low
60,5,2,4,70,Low
82,3,1,7,80,Low
47,4,2,5,57,Medium
83,2,4,8,49,Medium
79,2,1,7,67,Medium
77,3,2,5,59,Medium
66,4,0,4,70,Low
83,1,3,2,40,Medium
97,4,0,7,91,Low
81,1,2,4,49,Medium
59,6,3,2,63,Medium
63,6,0,3,77,Low
70,2,3,6,50,Medium
78,3,5,7,57,High
80,2,3,5,54,Medium
81,1,2,4,44,Medium
72,5,1,5,71,Low
82,2,4,7,48,High
87,3,3,5,55,Medium
85,3,2,3,53,Low
79,1,2,4,49,Medium
71,1,2,5,51,Medium
84,3,3,6,62,Medium
86,4,2,4,64,Low
58,5,0,1,75,Low
68,6,5,2,51,Medium
84,6,0,8,100,Low
62,4,2,4,61,Low
66,5,4,5,64,Medium
83,3,1,4,74,Low
80,5,0,9,100,Low
57,5,1,2,59,Low
62,4,1,6,78,Low
53,4,4,5,56,Medium
57,4,2,7,75,Medium
79,5,2,2,68,Low
63,6,4,2,66,Medium
67,6,2,9,88,Low
72,5,1,2,71,Low
78,3,3,2,53,Medium
83,5,0,7,87,Low
95,6,5,4,74,Medium
75,3,1,5,59,Low
79,4,3,4,58,Medium
67,3,1,5,70,Low
88,5,4,10,92,Medium
62,2,3,2,40,Medium
87,4,2,4,59,Medium
88,3,3,4,58,Medium
81,6,3,5,77,Low
83,2,4,4,40,Medium
82,4,4,2,48,Medium
67,4,2,6,74,Low
78,3,3,6,53,Medium
80,4,2,6,76,Low
66,2,2,2,40,Medium
71,3,5,8,48,Medium
78,4,5,5,54,Medium
87,5,3,2,63,Medium
78,5,5,3,61,Medium
84,4,5,5,52,Medium
78,6,3,10,94,Low
69,4,2,6,68,Low
66,3,4,8,54,Medium
74,7,3,6,93,Low
63,3,1,6,63,Medium
70,6,2,6,90,Low
79,5,5,6,61,Medium
75,1,3,5,44,Medium
60,4,3,5,56,Medium
74,3,4,6,50,Medium
72,5,2,8,83,Low
74,4,4,7,63,Medium
84,3,0,4,72,Low
89,2,1,3,49,Low
79,5,1,3,67,Low
68,6,3,5,72,Low
61,3,1,3,54,Medium
70,7,0,5,98,Low
68,4,2,4,55,Low
72,3,2,5,55,Medium
66,6,1,4,78,Low
75,4,1,4,65,Low
96,3,3,5,66,Medium
77,4,1,3,66,Low
69,6,2,7,94,Low
77,4,1,3,71,Low
93,5,1,7,92,Low
70,2,1,4,47,Low
84,7,0,8,100,Low
58,5,0,6,82,Low
68,5,3,5,71,Medium
80,4,2,6,70,Low
78,6,2,6,87,Low
73,3,4,4,50,Medium
81,2,2,5,51,Medium
83,3,2,5,68,Low
63,2,3,3,40,Medium
70,2,3,6,49,Medium
68,4,0,5,82,Low
60,3,1,9,78,Medium
72,6,0,7,100,Low
86,3,0,7,79,Low
93,3,2,8,79,Low
65,3,1,5,60,Low
67,4,0,5,80,Low
80,3,3,5,58,Medium
88,5,1,5,83,Low
71,3,2,5,63,Medium
55,3,0,6,56,Low
71,6,0,5,94,Low
83,6,3,3,77,Low
65,3,1,7,66,Low
62,4,1,5,61,Low
71,2,0,3,52,Low
78,4,1,7,77,Low
73,5,2,6,77,Low
67,1,1,7,50,Medium
64,4,0,3,65,Low
81,5,0,5,86,Low
75,4,3,5,59,Medium
53,4,0,3,65,Low
61,8,0,8,100,Low
81,6,0,4,97,Low
86,5,5,5,66,Medium
74,5,2,7,85,Low
80,2,1,7,71,Low
69,4,1,3,66,Medium
55,4,3,7,62,Medium
75,6,1,5,82,Low
74,5,2,6,80,Low
66,4,3,9,72,Medium
59,7,3,5,79,Low
67,7,1,3,83,Low
75,6,1,2,80,Low
85,3,2,5,63,Low
69,1,1,6,53,Medium
88,4,0,2,79,Low
63,1,1,6,43,Medium
70,6,0,4,94,Low
77,3,2,4,53,Low
83,4,2,5,72,Low
70,3,0,3,59,Low
61,6,2,4,86,Low
85,4,3,5,57,Medium
78,1,5,6,40,High
82,6,2,5,81,Low
70,5,1,6,77,Low
81,3,3,6,58,Medium
76,6,5,5,72,Medium
65,4,0,3,70,Low
82,4,5,6,63,Medium
78,6,3,5,80,Low
68,3,4,9,54,Medium
86,5,3,7,79,Low
78,3,2,7,65,Medium
77,4,3,4,66,Medium
66,7,2,4,90,Low
57,3,2,1,40,Medium
63,4,2,3,61,Medium
72,4,3,5,51,Medium
67,3,4,5,46,Medium
80,3,2,5,62,Medium
100,2,3,7,64,Medium
92,1,1,7,59,Medium
60,2,1,6,52,Medium
89,6,1,2,74,Low
82,4,2,3,67,Medium
53,4,1,2,49,Low
79,6,2,1,71,Low
63,5,2,6,71,Medium
71,6,3,5,77,Low
91,4,2,5,78,Low
72,2,1,5,62,Medium
69,1,4,6,40,High
73,4,4,5,59,Medium
81,4,2,7,79,Medium
81,5,1,4,83,Low
75,6,4,6,75,Medium
84,4,1,7,83,Low
80,5,0,5,86,Low
81,3,0,7,72,Low
74,4,4,10,63,Medium
73,6,3,8,88,Low
84,4,2,4,73,Medium
63,5,1,2,67,Low
59,3,0,4,53,Low
68,5,3,6,69,Medium
67,3,3,1,40,Medium
81,2,2,6,47,Medium
74,5,2,6,72,Low
76,2,1,7,63,Low
68,5,2,3,56,Medium
63,5,4,5,57,Medium
61,5,4,4,54,Medium
68,4,2,4,61,Medium
81,6,1,7,100,Low
80,3,0,5,74,Low
74,4,6,3,45,High
66,4,0,4,70,Low
80,3,0,3,76,Low
79,3,1,6,71,Low
61,5,3,4,64,Medium
67,4,3,6,64,Medium
91,3,2,2,55,Medium
83,6,3,6,82,Low
85,5,0,6,95,Low
80,2,0,5,64,Low
100,5,2,6,86,Low
79,4,1,2,62,Low
71,4,2,6,64,Medium
69,2,2,8,50,Medium
83,7,1,4,90,Low
66,3,0,7,77,Low
59,5,0,5,80,Low
80,4,0,6,82,Low
59,6,4,6,66,Low
83,5,1,7,93,Low
75,4,3,3,58,Medium
88,5,1,5,81,Low
91,5,4,5,75,Medium
75,4,3,6,61,Low
73,1,1,3,40,Medium
85,5,3,6,65,Low
57,5,0,5,81,Low
85,5,3,6,75,Low
75,4,1,3,64,Low
68,5,0,5,88,Low
87,3,3,3,51,Medium
69,3,1,3,60,Low
77,4,2,5,66,Medium
83,4,1,5,77,Low
61,5,4,2,49,Medium
79,3,2,4,61,Medium
77,4,3,4,68,Low
58,1,0,6,52,Medium
64,5,2,5,74,Low
100,6,1,3,92,Low
86,2,2,2,49,Medium
94,2,4,2,40,Medium
78,2,0,5,64,Low
73,7,2,7,97,Low
80,3,2,6,54,Low
84,3,1,5,66,Low
74,4,1,5,77,Low
84,4,3,5,65,Medium
87,4,3,4,72,Medium
76,4,3,4,50,Medium
87,6,2,5,90,Low
80,4,4,6,66,Medium
94,5,2,3,76,Low
67,4,2,5,55,Medium
71,4,4,9,71,Medium
72,5,3,7,74,Medium
93,4,0,8,86,Low
83,5,3,2,64,Low
70,6,0,6,100,Low
87,5,3,6,81,Low
62,5,4,6,60,Medium
76,2,0,5,58,Low
73,3,0,3,58,Low
72,2,2,5,46,Medium
61,2,2,6,53,Medium
71,4,0,2,68,Low
87,2,3,3,41,Medium
68,3,1,9,70,Low
73,4,1,5,73,Low
86,6,3,5,67,Low
71,4,0,6,71,Low
84,3,4,4,53,Medium
85,5,3,4,64,Low
86,4,0,3,82,Low
63,1,1,1,40,Medium
59,4,4,6,53,Medium
63,4,2,7,65,Medium
66,4,3,6,56,Medium
68,6,2,2,70,Low
77,3,1,3,57,Low
85,3,2,5,68,Medium
82,5,0,3,78,Low
76,5,4,4,63,Medium
72,3,4,5,48,Medium
82,2,3,6,50,Medium
77,4,2,5,68,Low
64,4,2,5,67,Medium
66,4,2,5,63,Medium
77,6,2,3,75,Low
59,2,2,7,57,Medium
86,4,0,5,78,Low
75,2,0,5,49,Low
77,2,3,7,48,Medium
85,4,0,5,77,Low
81,4,2,2,57,Medium
76,5,2,8,74,Low
91,5,4,5,69,Low
64,5,3,5,68,Medium
85,5,0,6,84,Low
81,2,1,5,60,Low
63,4,0,5,70,Low
69,2,1,7,66,Medium
92,2,1,5,62,Low
99,2,1,8,72,Low
85,5,2,7,81,Low
80,1,4,6,40,Medium
62,3,3,1,41,Medium
73,4,2,4,66,Low
70,4,1,1,62,Low
74,4,2,7,72,Medium
74,5,4,5,69,Medium
89,3,4,5,60,Medium
78,5,2,6,78,Low
