attendance,study_hours,assignment_delay,lms_usage,performance,burnout_level
51,3,6,7,49,Medium
65,6,2,4,57,Medium
94,7,1,6,98,Low
81,5,1,9,78,Medium
89,6,5,6,69,Medium
58,4,2,8,77,Low
81,1,2,4,40,Medium
92,7,0,2,75,Low
63,3,1,2,71,Low
75,3,0,9,76,Low
83,6,5,3,57,Medium
55,4,0,4,70,Low
65,8,5,3,65,Low
72,6,4,4,64,Medium
80,2,4,4,64,Medium
68,4,4,6,57,Medium
64,6,0,6,83,Medium
72,7,3,3,69,Low
86,5,3,1,58,Medium
72,4,5,6,62,Medium
81,7,1,8,87,Low
74,2,0,5,65,Medium
74,6,2,5,86,Low
83,5,2,3,89,Low
55,5,3,4,81,Low
90,2,0,4,71,Low
61,3,1,1,68,Low
77,7,0,3,75,Low
85,6,0,2,76,Low
80,0,4,4,65,Medium
66,6,3,9,67,Medium
70,4,3,3,50,Medium
63,4,3,6,40,Medium
74,3,2,5,40,Medium
74,4,1,5,82,Low
79,2,0,3,49,Medium
73,1,0,10,82,Low
85,5,6,5,65,Medium
99,5,3,6,68,Low
75,2,0,3,57,Low
71,3,4,7,81,Low
74,6,2,4,74,Low
61,0,4,6,48,Medium
67,2,5,4,44,Medium
74,4,4,5,69,Medium
76,2,1,4,70,Low
95,2,2,5,75,Low
58,1,6,8,42,High
50,7,5,2,51,Medium
75,6,2,7,79,Low
72,4,2,4,54,Low
65,5,0,3,70,Low
68,3,1,6,65,Medium
64,2,4,5,56,Medium
86,8,0,3,82,Low
86,6,3,7,77,Low
93,8,2,6,84,Low
87,6,3,7,87,Low
84,7,0,4,80,Low
98,0,1,5,40,Medium
81,8,6,7,78,Medium
89,1,6,6,58,Medium
74,8,6,5,67,Medium
51,3,0,4,45,Low
77,7,0,5,82,Low
64,6,3,7,60,Medium
76,5,1,6,81,Low
73,4,3,3,40,High
90,3,0,6,88,Low
72,1,5,3,40,High
73,5,2,6,57,Medium
82,5,0,7,72,Low
74,3,1,1,68,Medium
79,1,6,8,59,Medium
86,5,4,2,67,Low
72,2,3,5,76,Low
81,3,3,4,75,Medium
70,5,3,1,42,Medium
74,3,0,1,62,Medium
89,4,2,4,60,Medium
62,2,1,2,40,Medium
72,3,0,10,71,Medium
76,0,4,5,56,Medium
87,3,2,5,85,Low
71,5,2,1,49,Medium
56,2,4,4,55,Medium
77,3,1,8,83,Low
55,5,4,6,66,Medium
79,6,2,4,69,Medium
58,3,3,4,64,Low
89,4,3,5,100,Low
71,4,3,9,53,Medium
71,4,1,4,79,Low
76,7,1,1,79,Low
79,7,1,10,100,Low
92,2,2,6,81,Low
86,5,1,2,51,Medium
86,4,0,4,67,Low
86,5,0,3,77,Low
84,5,4,2,74,Low
82,8,6,8,84,Medium
73,4,6,4,73,Medium
69,4,2,5,40,Medium
73,3,2,8,76,Low
48,2,2,1,40,Medium
77,4,2,6,71,Low
65,4,1,4,71,Low
84,7,3,3,69,Low
80,5,4,1,45,Medium
81,7,5,9,77,Low
84,3,3,1,41,Medium
89,8,0,9,99,Low
76,8,3,5,81,Low
71,0,5,6,47,Medium
71,3,2,7,71,Medium
63,5,0,5,78,Low
71,5,3,7,73,Low
62,3,6,3,41,Medium
79,1,1,5,71,Medium
75,4,5,1,50,Medium
73,0,2,6,52,Medium
62,2,1,2,63,Low
100,7,3,1,91,Low
63,2,1,5,40,Medium
77,2,3,8,84,Low
85,2,1,4,53,Low
60,4,0,3,72,Low
90,3,0,5,53,Medium
71,4,2,7,84,Low
62,5,1,8,84,Low
91,4,3,8,77,Low
57,3,1,3,90,Low
89,4,5,6,79,Medium
75,5,4,4,57,Medium
72,5,1,6,82,Low
80,6,2,5,84,Low
81,7,0,10,91,Low
72,5,4,8,78,Low
77,1,0,1,40,Medium
76,5,4,4,79,Low
67,2,5,7,54,Medium
93,3,4,8,82,Low
96,0,1,9,79,Low
91,3,1,6,54,Medium
76,5,5,6,56,Medium
69,2,2,7,50,Medium
74,1,4,6,50,Medium
56,7,3,5,70,Low
75,3,0,3,49,Low
69,8,3,4,55,Medium
72,3,2,6,75,Low
50,5,2,4,51,Medium
76,2,0,2,42,Medium
57,2,1,5,60,Low
96,4,1,10,76,Low
76,3,2,6,75,Low
79,2,2,2,53,Medium
83,3,1,6,63,Low
90,5,4,8,84,Low
90,5,2,5,92,Low
81,7,2,4,80,Low
67,2,6,5,60,Medium
83,3,0,5,75,Low
64,1,0,4,40,Medium
72,1,3,4,58,Low
80,6,2,3,59,Low
85,6,5,6,100,Low
93,1,0,2,65,Low
89,4,0,8,90,Low
100,4,0,8,89,Low
78,4,2,2,40,Medium
86,4,1,7,90,Low
83,3,1,2,51,Medium
78,7,2,3,57,Medium
75,7,5,5,72,Low
69,3,2,8,80,Low
85,2,4,4,50,Medium
58,5,1,2,69,Low
90,4,3,3,57,Medium
84,6,2,3,61,Low
72,5,4,5,58,Medium
67,4,1,5,57,Low
69,4,0,3,57,Low
76,5,0,3,78,Low
86,2,1,3,71,Medium
96,2,1,3,67,Medium
72,3,3,3,56,Medium
62,4,2,3,60,Low
70,0,5,7,49,Medium
92,2,1,9,66,Low
79,8,2,5,80,Low
71,7,4,3,62,Medium
72,3,1,6,40,Medium
61,4,5,3,40,Medium
77,3,1,10,55,Medium
71,2,0,4,70,Low
76,4,4,4,47,Medium
70,8,3,6,98,Low
84,6,3,4,64,Low
71,3,4,3,40,Medium
70,3,1,3,82,Low
73,4,2,6,53,Medium
92,8,2,1,81,Low
61,1,1,7,40,Medium
66,4,0,6,88,Low
79,3,3,2,79,Low
69,5,3,4,65,Low
86,5,1,3,61,Medium
90,7,7,6,93,Medium
62,0,0,8,47,Medium
76,6,2,6,98,Low
62,3,3,3,43,Medium
78,1,4,6,69,Low
98,5,5,5,42,High
82,3,3,2,58,Low
56,9,3,4,86,Low
71,4,1,7,63,Low
69,2,3,7,60,Medium
77,4,3,1,73,Low
80,1,2,4,52,Medium
81,3,0,6,48,Medium
82,6,1,5,72,Low
79,2,2,3,49,Low
73,3,7,4,40,High
75,7,2,3,78,Low
66,6,4,3,53,Medium
65,1,2,9,51,Medium
71,3,1,6,63,Medium
55,3,3,7,40,Medium
79,5,1,3,56,Medium
54,6,0,6,83,Low
67,1,0,4,63,Medium
88,5,2,9,75,Medium
77,6,0,4,68,Low
76,3,6,8,48,Medium
50,0,3,2,40,Medium
58,2,2,5,52,Medium
61,4,3,5,53,Low
89,6,3,4,72,Low
87,4,0,4,79,Low
83,2,0,6,62,Low
77,2,5,1,43,Medium
78,4,3,5,72,Medium
69,6,4,7,85,Low
84,2,5,10,62,Medium
63,2,0,7,47,Medium
84,4,5,8,80,Low
77,1,0,5,41,Medium
82,6,2,8,93,Low
51,3,5,7,51,Medium
64,5,3,1,49,Low
72,6,1,7,84,Low
70,4,3,8,65,Low
78,7,3,6,86,Low
95,2,2,5,59,Medium
64,5,1,6,62,Low
73,3,0,6,61,Low
75,0,0,3,61,Low
69,4,4,2,46,Medium
77,2,4,7,64,Medium
92,5,5,5,72,Medium
69,4,0,5,58,Medium
70,6,2,4,78,Low
70,4,5,3,64,Medium
65,5,6,5,49,Medium
54,1,5,7,46,Medium
57,3,1,4,46,Medium
91,5,4,7,91,Low
77,1,0,5,57,Low
87,3,4,4,66,Medium
76,2,0,9,47,Medium
77,3,3,5,75,Low
81,4,1,8,89,Low
82,3,4,6,86,Low
67,3,0,5,69,Medium
65,3,4,6,70,Medium
68,2,4,9,48,Medium
94,6,6,3,82,Medium
77,3,0,4,61,Low
95,0,1,3,66,Low
56,9,6,6,89,Low
65,3,2,10,63,Medium
71,2,4,5,43,Medium
99,2,0,3,80,Low
62,4,3,8,50,Low
82,4,5,5,61,Medium
85,6,2,7,92,Low
49,7,2,4,55,Medium
76,3,4,5,79,Medium
77,5,3,4,64,Medium
60,0,2,6,48,Low
62,5,6,5,52,Medium
97,7,1,5,96,Low
75,4,3,6,46,Medium
86,5,1,6,82,Low
70,3,0,1,60,Low
96,7,4,3,75,Low
91,0,0,3,60,Low
86,3,5,5,57,Medium
69,3,2,4,46,Medium
73,1,1,1,60,Low
93,4,1,5,78,Low
76,7,4,6,99,Low
65,4,3,3,67,Low
76,5,0,2,69,Medium
75,1,3,8,73,Medium
63,4,0,7,83,Low
78,7,0,9,99,Low
89,6,1,4,73,Low
83,2,0,1,58,Medium
81,1,1,1,52,Medium
79,0,0,4,48,Medium
72,2,1,5,46,Medium
74,3,3,8,71,Medium
86,3,1,5,57,Low
81,2,1,10,77,Medium
79,5,0,5,67,Medium
56,3,1,5,43,Medium
79,8,1,3,79,Low
85,1,0,4,68,Low
65,4,1,2,81,Low
76,6,0,4,65,Low
62,5,3,9,65,Medium
78,3,2,9,58,Medium
84,5,3,1,71,Low
65,5,1,9,83,Low
78,8,3,5,91,Low
72,2,0,5,74,Low
81,3,3,7,87,Low
76,6,6,2,46,Medium
76,4,0,4,57,Medium
91,4,1,8,90,Low
74,2,1,2,76,Low
79,0,2,5,45,Medium
52,6,3,5,82,Medium
73,3,1,1,81,Low
76,2,6,7,45,High
81,2,6,4,43,Medium
76,6,3,1,70,Low
58,2,1,5,61,Medium
96,2,3,3,60,Low
50,4,1,3,41,Low
83,2,0,7,57,Medium
71,6,0,1,65,Low
65,6,0,6,85,Low
71,4,1,7,56,Medium
64,1,6,1,40,High
78,7,1,1,72,Low
87,4,3,2,42,Medium
80,1,6,3,50,Medium
76,2,4,2,53,Medium
64,6,2,1,70,Low
89,5,1,10,80,Low
67,6,5,1,52,Medium
90,6,5,1,69,Medium
82,5,1,3,79,Low
63,3,7,7,70,Medium
71,4,3,4,78,Low
66,3,4,5,62,Medium
88,7,2,5,96,Low
70,3,4,7,40,Medium
82,5,1,9,91,Low
75,1,0,5,56,Low
65,3,4,4,61,Medium
84,7,4,5,83,Low
87,4,5,5,89,Low
79,6,3,8,71,Medium
61,6,3,3,44,Medium
87,2,0,5,69,Low
87,6,3,7,81,Low
85,5,0,6,59,Medium
75,5,3,5,66,Low
84,4,3,8,74,Low
82,6,3,3,65,Low
84,3,0,3,68,Low
76,1,0,4,65,Low
73,2,4,2,53,Medium
55,0,2,6,43,Medium
74,5,1,5,74,Medium
76,1,1,6,72,Medium
68,2,2,3,44,Medium
70,3,3,5,56,Medium
80,6,0,3,93,Low
71,0,5,2,47,Medium
69,7,2,4,83,Medium
69,5,2,1,63,Medium
79,4,4,5,73,Low
81,1,2,2,42,Medium
82,4,3,6,69,Low
83,2,5,4,60,Medium
69,0,3,6,52,Low
76,9,2,6,100,Low
67,0,4,8,45,High
69,5,1,6,70,Medium
82,5,7,6,48,High
80,0,1,8,62,Medium
74,6,1,2,71,Low
77,6,2,3,79,Low
54,3,3,3,55,Medium
81,1,0,7,78,Low
86,6,1,7,83,Low
75,1,3,6,67,Medium
81,6,1,6,86,Low
80,2,4,4,58,Medium
69,7,0,5,89,Low
77,0,3,9,53,Medium
86,6,2,6,78,Low
85,2,0,9,82,Low
80,3,4,10,77,Low
65,6,4,7,73,Low
80,7,4,1,76,Low
86,4,0,10,97,Low
68,5,6,4,48,Medium
66,6,0,8,81,Low
75,8,4,5,69,Low
48,6,5,4,74,Medium
69,7,2,7,91,Low
88,0,4,4,44,Medium
70,7,0,3,90,Low
96,4,0,1,59,Low
77,5,0,4,95,Low
78,6,2,7,65,Medium
93,5,0,1,83,Low
68,0,1,4,52,Low
74,3,3,6,70,Low
54,6,2,8,84,Low
85,0,2,9,62,Medium
67,3,5,1,50,Medium
93,2,3,10,76,Medium
83,5,0,6,90,Low
67,4,0,3,62,Medium
78,4,1,8,69,Low
97,3,0,5,93,Low
73,5,5,9,67,Medium
76,4,0,3,71,Low
65,2,1,6,67,Low
59,7,3,4,63,Medium
90,5,1,8,72,Medium
68,2,1,10,75,Low
71,4,5,10,88,Low
67,5,0,4,90,Low
64,5,0,6,60,Medium
100,5,2,10,93,Low
55,4,4,4,41,Medium
79,4,5,7,81,Low
86,5,2,5,83,Low
77,8,3,1,75,Medium
79,4,1,7,77,Low
74,0,1,4,42,Medium
64,1,2,10,76,Low
85,6,4,2,69,Low
49,3,5,7,49,Medium
68,3,1,6,63,Low
76,3,0,1,77,Low
94,6,2,5,69,Low
64,6,3,1,67,Low
87,2,6,10,57,High
81,8,3,4,89,Low
66,2,1,4,47,Low
69,2,3,7,77,Medium
76,5,0,1,82,Low
78,6,2,1,77,Low
92,4,2,7,92,Low
67,4,4,8,78,Medium
74,9,0,5,85,Low
77,0,3,1,40,Medium
74,0,5,6,40,High
77,4,0,9,80,Low
69,7,3,4,79,Low
57,5,1,1,59,Low
75,3,3,5,57,Medium
82,0,3,5,56,Low
64,1,6,7,40,Medium
78,6,0,7,80,Low
75,7,3,1,84,Low
79,5,2,10,73,Medium
76,4,5,2,49,Medium
69,6,5,2,45,Medium
75,0,1,8,57,Medium
84,7,1,5,82,Medium
77,5,0,1,79,Low
83,2,1,3,66,Medium
77,6,2,10,83,Low
85,3,2,10,65,Medium
63,5,6,2,62,Medium
73,5,0,2,62,Low
69,7,1,9,80,Low
78,5,1,4,82,Low
58,5,2,5,79,Low
77,0,0,1,49,Medium
86,5,3,6,91,Low
67,4,3,2,56,Medium
79,2,2,6,73,Medium
80,1,5,9,54,High
84,7,3,2,73,Low
68,5,5,1,54,Medium
59,4,3,3,46,Medium
76,7,0,4,89,Low
94,5,3,3,93,Low
74,2,2,2,40,Medium
72,5,0,5,95,Low
70,2,1,4,78,Low
73,4,0,6,64,Low
86,5,2,7,83,Low
80,1,0,6,78,Low
79,3,5,2,71,Low
58,2,2,8,63,Low
94,3,2,6,72,Medium
76,6,0,6,71,Low
76,3,3,1,44,Medium
80,3,1,8,83,Low
62,3,0,6,64,Low
73,8,2,6,79,Low
74,2,4,5,79,Medium
87,2,5,7,68,Medium
90,3,2,2,74,Low
77,6,6,5,48,Medium
87,4,1,2,57,Medium
85,7,3,6,74,Low
78,4,4,4,58,Low
66,4,3,1,72,Low
69,6,3,4,68,Low
76,4,1,4,64,Medium
87,2,2,6,68,Low
79,4,2,3,57,Medium
73,0,4,4,40,Medium
83,5,1,8,94,Low
73,5,5,10,86,Low
69,1,4,6,40,High
80,6,4,9,62,Medium
72,6,1,9,85,Low
72,5,5,5,65,Medium
81,3,5,5,50,Medium
77,4,6,7,58,Medium
85,6,2,2,66,Medium
53,1,1,6,40,Medium
63,3,1,7,60,Low
63,2,2,6,69,Medium
64,3,2,4,53,Medium
79,3,4,3,52,Medium
85,5,3,7,62,Medium
83,0,2,9,50,Medium
71,3,3,1,43,Medium
87,4,5,4,49,Medium
74,1,0,9,65,Medium
75,0,1,6,65,Low
75,3,0,4,85,Low
58,6,2,9,87,Low
86,8,0,5,92,Low
82,3,0,5,52,Low
68,2,2,2,42,Medium
78,4,0,7,100,Low
70,1,1,5,55,Low
69,2,0,1,53,Low
73,3,7,5,40,High
68,6,2,6,80,Low
73,6,6,3,63,Medium
73,1,4,4,43,Medium
90,5,1,4,84,Low
79,6,2,8,83,Medium
85,4,5,5,64,Medium
68,9,0,9,99,Low
54,2,3,10,66,Medium
71,3,1,1,54,Low
48,3,1,2,49,Low
71,1,5,2,47,Medium
75,4,3,9,77,Low
78,6,3,4,68,Medium
78,5,6,4,42,High
75,4,2,5,78,Low
89,8,1,8,100,Low
82,3,5,5,79,Low
78,8,2,3,71,Low
66,6,0,6,70,Low
66,5,1,3,51,Medium
84,2,5,3,50,Medium
76,1,5,1,44,Medium
76,7,2,6,100,Low
84,5,1,7,80,Medium
63,3,0,3,71,Low
78,0,4,2,42,Medium
66,6,5,1,57,Medium
74,3,2,3,40,Medium
75,4,1,6,72,Low
87,6,1,4,97,Low
84,9,0,6,99,Low
65,4,2,7,80,Medium
72,3,3,2,61,Medium
69,4,2,5,62,Low
71,4,3,6,68,Low
82,5,3,7,54,Medium
56,3,1,6,41,Medium
69,6,2,9,79,Low
84,7,2,7,84,Low
59,5,0,6,78,Low
70,5,0,3,76,Low
80,3,4,7,64,Medium
73,5,0,4,76,Low
54,1,3,7,49,Medium
86,3,2,3,59,Medium
80,2,3,7,45,Medium
66,2,0,5,67,Low
71,5,3,5,75,Low
96,4,3,3,76,Low
67,3,3,10,70,Low
69,4,3,2,40,Medium
65,4,5,4,60,Medium
79,5,2,8,73,Low
76,2,3,2,40,Medium
66,2,3,8,60,Low
85,4,0,7,72,Low
67,3,2,4,49,Medium
71,6,4,7,78,Medium
81,7,4,3,67,Low
83,6,1,4,63,Low
58,4,0,3,56,Low
94,3,1,4,68,Low
71,5,0,1,57,Medium
70,0,3,9,51,Medium
73,5,3,8,70,Medium
80,2,2,1,48,Medium
78,6,5,3,69,Medium
65,2,4,4,51,Medium
93,5,4,8,93,Low
73,4,4,6,74,Low
62,6,4,3,58,Low
68,2,1,5,68,Medium
64,7,4,10,79,Medium
80,1,4,5,65,Medium
84,5,0,4,84,Low
99,1,0,8,68,Low
74,8,0,2,100,Low
92,4,4,10,73,Medium
70,3,3,7,44,Medium
69,5,0,1,62,Low
100,4,2,1,77,Low
74,1,5,2,40,High
77,3,2,3,74,Low
76,3,0,2,84,Low
99,5,1,3,77,Low
80,3,1,6,90,Low
95,6,2,5,70,Low
71,6,1,7,52,Medium
61,2,1,4,44,Medium
79,0,0,3,48,Medium
80,6,2,4,67,Medium
82,7,2,5,88,Low
77,0,2,6,53,Medium
82,3,1,2,57,Low
83,3,3,5,62,Low
74,1,0,3,60,Medium
77,5,1,3,60,Low
70,6,1,4,75,Low
71,1,0,7,73,Low
89,3,3,7,75,Medium
80,5,1,2,62,Low
69,5,0,1,72,Low
63,4,3,9,93,Low
74,5,3,3,68,Medium
78,1,4,2,40,Medium
87,3,4,4,40,Medium
72,3,4,10,77,Low
93,8,4,9,100,Low
61,4,1,1,75,Medium
65,2,0,1,54,Low
81,0,3,5,40,High
81,7,4,3,67,Low
87,4,5,4,74,Medium
67,7,5,8,71,Medium
72,4,3,5,64,Medium
70,5,1,8,76,Medium
73,4,0,7,94,Low
75,2,5,4,59,Medium
75,3,5,7,74,Medium
87,2,0,5,92,Low
71,7,1,6,91,Low
74,5,5,7,47,Medium
57,5,2,6,67,Medium
66,0,2,7,49,Medium
64,7,7,10,77,Medium
84,2,3,2,73,Low
69,7,2,7,93,Low
83,4,3,5,53,Medium
55,5,1,1,59,Low
66,5,3,5,51,Low
76,3,4,5,42,High
79,4,3,6,100,Low
55,6,7,2,40,Medium
72,3,2,1,73,Low
79,2,2,1,52,Medium
85,3,1,2,63,Low
57,4,5,6,72,Low
90,4,3,3,62,Low
94,8,0,1,86,Low
82,6,1,2,87,Low
69,1,3,1,47,Medium
77,0,3,2,43,Medium
84,0,1,8,62,Medium
77,1,1,7,65,Low
61,2,4,4,42,Medium
76,7,2,8,92,Low
66,3,2,2,53,Low
67,2,1,4,47,Medium
91,0,2,2,40,Medium
74,3,2,5,68,Low
94,2,1,7,66,Medium
77,4,4,6,99,Low
76,7,4,2,53,Medium
80,3,0,1,65,Low
88,2,5,3,66,Medium
88,6,4,4,70,Low
68,6,4,2,57,Medium
69,2,0,1,40,Medium
69,4,3,3,49,Medium
66,4,2,2,59,Low
60,1,5,7,45,Medium
61,3,2,4,59,Medium
79,2,0,6,87,Low
95,7,5,4,87,Low
79,4,1,1,73,Low
79,1,3,6,44,Medium
60,5,3,7,59,Medium
79,2,1,10,47,Medium
61,6,2,5,63,Medium
68,6,0,8,81,Low
75,5,4,4,62,Low
73,6,0,5,73,Low
69,9,0,8,87,Low
65,3,2,2,57,Medium
73,3,3,9,80,Low
54,4,1,8,64,Low
88,6,0,5,88,Low
84,7,4,5,96,Low
57,0,3,7,44,Medium
64,9,1,1,95,Low
71,8,0,10,94,Low
71,2,2,5,54,Medium
62,4,1,5,79,Low
62,3,4,5,40,Medium
76,0,1,4,59,Low
88,8,5,2,97,Low
68,2,0,1,58,Low
68,3,2,3,42,Low
88,5,4,9,92,Medium
87,4,1,3,65,Medium
67,6,3,6,55,Medium
70,3,4,4,62,Low
88,3,5,5,57,Medium
87,5,1,5,87,Low
88,3,1,4,62,Low
100,6,5,4,96,Low
66,7,0,3,68,Low
76,7,6,7,68,Low
79,6,3,4,90,Low
74,3,2,5,68,Low
88,5,4,6,87,Low
87,6,5,3,74,Low
79,2,2,8,73,Medium
69,1,1,3,40,Medium
85,4,3,3,77,Low
69,4,1,6,50,Medium
68,3,4,8,58,Medium
79,4,0,4,61,Low
83,8,0,3,95,Low
71,3,1,3,61,Low
92,6,1,8,77,Low
75,4,6,5,41,Medium
81,1,1,6,58,Medium
75,4,1,9,79,Low
84,3,6,5,42,Medium
77,6,4,8,69,Medium
77,6,1,5,86,Low
72,1,0,4,49,Low
79,8,3,2,72,Medium
76,0,4,1,40,Medium
74,6,4,7,70,Medium
75,6,2,6,77,Medium
76,0,2,1,40,Medium
77,5,1,5,81,Low
78,3,0,4,85,Low
63,1,2,1,54,Medium
79,3,2,10,83,Low
74,4,1,7,67,Low
84,3,0,6,66,Low
79,6,2,1,76,Low
81,4,2,7,61,Low
67,5,2,5,51,Low
83,6,0,6,84,Low
97,1,1,2,56,Low
75,4,1,3,72,Low
75,5,2,5,78,Low
69,6,2,8,100,Low
84,6,4,9,90,Low
45,6,1,6,72,Medium
69,6,2,5,86,Low
63,2,6,5,40,High
77,2,2,7,64,Medium
43,5,1,4,48,Medium
94,4,1,4,76,Low
78,8,0,7,88,Low
83,2,0,3,78,Low
80,5,2,4,47,Medium
49,1,1,5,40,Medium
70,4,0,9,77,Medium
73,4,4,1,40,Medium
66,4,2,8,73,Low
72,6,0,5,77,Low
56,4,0,3,59,Low
78,3,3,7,62,Medium
95,1,0,2,68,Low
80,2,3,4,74,Low
85,3,0,4,73,Low
59,3,3,7,57,Medium
76,5,0,4,71,Low
81,4,0,8,79,Low
83,6,0,4,81,Low
92,2,1,6,89,Low
84,4,2,2,52,Medium
91,4,0,1,84,Low
75,6,3,3,91,Low
76,4,3,8,96,Low
65,5,3,6,60,Medium
51,3,2,3,69,Low
81,3,3,3,74,Low
82,2,2,7,46,Medium
68,6,5,5,68,Medium
92,2,0,3,76,Low
94,6,0,4,99,Low
68,7,3,5,67,Medium
73,0,4,7,62,Medium
89,0,3,6,43,Medium
76,5,3,4,86,Low
77,4,6,7,64,Medium
76,4,3,2,56,Medium
77,4,3,8,77,Low
77,5,0,9,67,Medium
92,4,3,8,62,Medium
88,1,6,9,63,Medium
63,5,4,1,48,Medium
84,6,0,6,75,Medium
84,4,7,10,59,High
73,5,0,8,99,Low
70,3,1,6,70,Low
76,5,0,1,66,Medium
58,3,2,5,68,Medium
64,7,2,7,70,Low
69,4,3,4,56,Low
72,3,1,5,79,Low
82,7,3,9,100,Low
84,6,1,6,62,Medium
75,3,0,6,84,Low
79,5,3,1,69,Low
85,1,2,7,65,Low
75,4,1,3,71,Low
66,2,4,6,63,Medium
59,6,1,10,90,Low
74,4,5,6,65,Medium
74,7,6,9,66,Medium
73,3,3,3,59,Low
87,4,3,5,74,Medium
78,7,1,7,98,Low
82,5,3,4,54,Low
72,1,4,1,52,Medium
87,7,0,4,96,Low
62,1,2,2,64,Low
80,5,0,9,87,Low
61,4,0,4,75,Low
65,4,3,8,67,Medium
87,4,4,7,74,Low
71,5,3,3,68,Low
66,4,1,4,62,Medium
74,2,1,5,63,Medium
65,3,7,6,49,High
60,4,6,4,50,Medium
65,4,0,7,54,Medium
62,2,3,1,49,Low
83,5,6,6,60,Medium
69,7,3,3,62,Medium
95,7,0,1,74,Low
80,8,0,6,83,Low
74,9,1,5,95,Low
63,0,2,5,41,High
81,5,3,4,53,Medium
86,6,0,4,86,Low
73,5,3,3,69,Medium
74,2,1,4,54,Medium
71,5,2,6,70,Low
71,0,3,8,41,Medium
85,3,3,4,70,Low
61,0,1,5,56,Low
60,3,5,6,57,Medium
70,6,4,4,54,Medium
86,5,1,3,72,Low
67,4,1,7,90,Low
54,3,1,7,52,Medium
87,3,0,5,82,Low
68,2,4,5,68,Medium
74,5,2,1,44,Medium
81,3,0,6,82,Low
75,8,1,9,100,Low
54,4,3,5,45,Medium
79,2,3,4,62,Medium
78,4,4,7,87,Low
86,6,1,4,72,Low
85,2,7,10,56,High
76,5,1,9,87,Low
77,3,0,6,75,Low
85,4,0,5,58,Low
64,4,0,3,57,Low
58,0,3,5,42,High
83,1,4,2,53,Medium
84,2,2,2,49,Low
66,4,4,8,68,Medium
79,8,2,4,77,Low
66,0,0,7,48,Medium
74,8,0,6,89,Low
60,7,1,4,87,Low
67,3,1,4,58,Medium
78,4,1,1,84,Low
82,1,3,1,41,Medium
72,2,2,3,44,Medium
97,1,1,4,67,Low
77,5,5,1,65,Medium
83,5,2,2,94,Low
97,4,0,8,97,Low
68,5,3,3,61,Low
74,2,0,9,86,Low
62,1,3,2,40,Medium
48,5,5,5,41,Medium
75,7,0,7,89,Low
77,2,2,5,65,Low
72,6,5,3,59,Medium
64,2,3,9,63,Medium
83,3,1,2,74,Low
87,1,2,8,48,Medium
73,5,1,2,79,Low
61,3,4,5,62,Medium
63,4,2,1,61,Low
76,7,3,1,64,Low
76,2,1,5,69,Low
75,6,1,6,62,Medium
69,2,3,6,64,Medium
70,2,4,2,51,Medium
87,2,0,5,95,Low
81,4,2,7,92,Low
76,3,1,7,71,Low
68,4,5,6,52,Medium
85,5,0,6,66,Low
74,1,4,4,51,Medium
76,4,1,1,63,Medium
65,7,5,7,74,Medium
63,4,6,6,46,Medium
82,4,2,5,71,Low
66,5,6,3,57,Medium
95,8,1,4,100,Low
87,5,0,3,93,Low
71,2,2,6,84,Low
61,7,5,6,57,Medium
89,7,1,4,93,Low
83,4,1,6,81,Low
79,1,0,9,56,Medium
78,3,1,5,75,Medium
65,5,5,4,57,Medium
87,5,2,5,90,Low
72,5,3,6,82,Low
71,4,1,6,69,Low
58,1,0,5,46,Medium
72,4,1,2,56,Low
75,8,4,8,94,Low
72,2,2,3,49,Medium
75,5,0,8,72,Medium
78,5,0,4,89,Low
83,7,1,7,100,Low
57,5,4,1,43,Medium
85,6,0,5,78,Low
78,4,2,6,100,Low
84,3,2,3,57,Medium
72,2,1,8,59,Medium
71,4,1,6,61,Low
85,6,1,4,66,Low
65,5,4,3,65,Medium
72,6,1,6,58,Medium
85,2,4,6,66,Medium
72,4,3,9,48,Medium
58,4,0,6,72,Low
56,2,5,1,40,Medium
70,4,0,6,68,Low
80,7,7,6,75,Medium
85,6,0,6,88,Low
71,6,3,10,62,Medium
77,1,4,6,61,Medium
71,2,4,7,48,Medium
89,5,3,7,57,Medium
61,5,0,9,77,Low
80,6,1,7,99,Low
70,5,2,3,58,Low
71,3,3,7,73,Medium
73,6,0,4,68,Low
93,4,3,5,68,Low
79,2,1,2,52,Medium
65,3,0,4,61,Medium
78,2,0,8,49,Medium
69,5,1,3,60,Low
82,5,7,6,42,Medium
74,3,5,1,48,Medium
76,6,4,6,78,Low
75,4,1,4,66,Low
65,1,3,7,41,High
85,5,4,5,53,Medium
74,5,1,10,70,Medium
76,3,6,6,41,High
83,0,1,5,57,Low
96,3,2,3,50,Low
84,3,0,2,83,Low
62,2,3,2,41,Medium
79,6,0,5,83,Low
59,0,3,4,40,High
74,4,0,4,77,Low
69,5,1,9,97,Low
88,7,0,7,85,Low
80,2,0,4,70,Low
85,5,3,6,89,Low
79,2,1,7,62,Low
72,4,3,5,71,Low
78,8,3,2,81,Low
80,4,5,2,70,Medium
73,1,2,7,53,Medium
63,2,0,8,46,Low
71,1,2,5,62,Medium
83,5,0,6,62,Low
85,4,0,7,79,Low
94,0,1,1,46,Low
64,3,5,5,62,Medium
69,5,0,2,80,Low
75,5,0,7,68,Low
76,4,6,5,41,Medium
63,1,2,9,47,Low
75,9,3,3,98,Low
60,3,3,10,97,Low
74,1,2,6,57,Medium
74,3,2,3,70,Low
